employer_name,employer_address,employer_city,employer_state,employer_zip,employer_latitude,employer_longitude,is_primary,address_source,address_trust
ROSENBERG REAL ESTATE,,,,,,,True,,
ROSENBLATT SECURITIES,650 CALIFORNIA ST STE 1900,SAN FRANCISCO,CA,94108,37.792867,-122.4052192,True,ai,uncorroborated
ROSENBLUM & REISMAN PC,1717 ARCH ST STE 2005,PHILADELPHIA,PA,19103,39.9554164,-75.1690292,True,ai,uncorroborated
ROSENTHAL FOODS CORP,1313 11TH ST STE 2,SIOUX CITY,IA,51105,42.5019552,-96.3932818,True,ai,grounded
"ROSENTHAL, LEVY AND SIMON",,,,,,,True,,
ROSEWOOD,2828 N HARWOOD ST,DALLAS,TX,75201,32.7946637,-96.8081922,True,ai,grounded
ROSEWOOD REALTY GROUP INC,152 W 57TH ST 5TH FLOOR,NEW YORK,NY,10019,40.7648665,-73.9796202,True,manual,verified
ROSMANSEARCH,10 TREMONT ST STE 700,BOSTON,MA,02108,42.3588222,-71.0595746,True,ai,uncorroborated
ROSMARINS COTTAGES,,,,,,,True,,
ROSNOV JEWELERS,,,,,,,True,,
ROSS ARONSTAM & MORITZ LLP,1313 N MARKET ST STE 1001,WILMINGTON,DE,19801,39.7490794,-75.5461081,True,ai,grounded
ROSS BROTHERS,,,,,,,True,,
ROTE CORP,20803 BISCAYNE BLVD STE 440,AVENTURA,FL,33180,25.9684602,-80.1430903,True,ai,corroborated
ROTH COGNITIVE ENGINEERING,,,,,,,True,,
ROTHSCHILD & CO,1251 AVE OF THE AMERICAS,NEW YORK,NY,10020,40.7600411,-73.9818903,True,ai,corroborated
ROTOR CLIP,187 DAVIDSON AVE,SOMERSET,NJ,08873,40.5383,-74.522806,True,ai,grounded
ROTOR CLIP,7412 OAK GROVE RD,FORT WORTH,TX,76140,32.642097023541,-97.304373169816,False,ai,grounded
ROUND ROCK PERIODONTISTS,2000 GATTIS SCHOOL RD STE 110,ROUND ROCK,TX,78664,30.4961451,-97.655366,True,ai,corroborated
ROVE AND PEARL INC,,,,,,,True,,
ROWAN FAMILY FOUNDATION,,,,,,,True,,
ROWLEY COMPANY,230 MEEK RD,GASTONIA,NC,28056,35.216936,-81.125003,True,ai,grounded
ROWLEY COMPANY,6265 S VALLEY VIEW BLVD STE F,LAS VEGAS,NV,89118,36.075994752395,-115.190034004641,False,ai,grounded
ROXBURY LATIN SCHOOL,101 ST THERESA AVE,WEST ROXBURY,MA,02132,42.2760816,-71.1580916,True,ai,corroborated
ROY S SCHREIBER & CO CPAS,,,,,,,True,,
ROYAL CAPITAL,,,,,,,True,,
ROYAL CARIBBEAN CRUISES,1050 CARIBBEAN WAY,MIAMI,FL,33132,25.776585,-80.173242,True,manual,verified
ROYAL CARIBBEAN GROUP,1050 CARIBBEAN WAY,MIAMI,FL,33132,25.776585,-80.173242,True,ai,corroborated
ROYAL COATINGS LLC,,,,,,,True,,
ROYAL CONCEPTS INC,,,,,,,True,,
ROYAL ELEC,,,,,,,True,,
ROYAL ELECTRONICS,,,,,,,True,,
ROYAL ICE CREAM,,,,,,,True,,
ROYAL MEDIA GROUP,,,,,,,True,,
ROYAL NEWS CORP,,,,,,,True,,
ROYCE CORPORATION,20900 NE 30TH AVE STE 102,MIAMI,FL,33180,25.9694879,-80.142689,True,ai,grounded
ROYER COOPER COHEN BRAUNFELD LLC,101 W ELM ST STE 400,CONSHOHOCKEN,PA,19428,40.0732648,-75.3087249,True,ai,grounded
RP ASSOCIATES,,,,,,,True,,
RP ROTH LAW PC,,,,,,,True,,
RPC,2801 BUFORD HWY NE STE 300,ATLANTA,GA,30329,33.827245,-84.322148,True,ai,grounded
RPK,,,,,,,True,,
RPM INTERNATIONAL,2628 PEARL RD,MEDINA,OH,44256,41.2036306,-81.8418052,True,ai,corroborated
RPMS,,,,,,,True,,
RPS,311 S WACKER DR STE 4300,CHICAGO,IL,60606,41.8774661,-87.6359049,True,ai,uncorroborated
RRC,2800 28TH ST STE 125,SANTA MONICA,CA,90405,34.0165942,-118.454903,True,ai,grounded
RSC BROKERAGE INC,1201 W PEACHTREE ST NW STE 2000,ATLANTA,GA,30309,33.7870655,-84.3873685,True,ai,uncorroborated
RSI,2850 GOLF RD STE 300,ROLLING MEADOWS,IL,60008,42.0536623,-88.0168709,True,ai,uncorroborated
RSI LABELS,,,,,,,True,,
RSI MEXICO,,,,,,,True,,
RSM US,55 E 52ND ST,NEW YORK,NY,10055,40.7590841,-73.9736001,True,ai,uncorroborated
RSS CAPITAL,1100 S NORTHLAKE DR,HOLLYWOOD,FL,33019,26.027614,-80.120197,True,ai,grounded
RST DEVELOPMENT LLC,168 BUSINESS PARK DR STE 200,VIRGINIA BEACH,VA,23462,36.8445486,-76.1755069,True,manual,verified
RT INDUSTRIES,,,,,,,True,,
RT SPECIALTY,180 N STETSON AVE STE 4600,CHICAGO,IL,60601,41.8855081,-87.6225082,True,ai,grounded
RTI INTERNATIONAL,3040 E CORNWALLIS RD,RESEARCH TRIANGLE PARK,NC,27709,35.9017532,-78.8530781,True,ai,corroborated
RTI INTL METALS,WESTPOINTE CORPORATE CENTER ONE 1550 CORAOPOLIS HEIGHTS RD STE 500,PITTSBURGH,PA,15108,40.502016112189,-80.204937280649,True,ai,grounded
RTI INTL METALS,1000 WARREN AVE,NILES,OH,44446,41.185287882703,-80.781080393426,False,ai,grounded
RTI INTL METALS,1701 W MAIN ST,WASHINGTON,MO,63090,38.571667016748,-91.036528444112,False,ai,grounded
RTI INTL METALS,122 CENTRAL PLAZA N,CANTON,OH,44702,40.798590373592,-81.374448344746,False,ai,grounded
RTI INTL METALS,7186 W GATES AVE,SALT LAKE CITY,UT,84120,40.716864416915,-112.062904901473,False,ai,grounded
RTX CORPORATION,,,,,,,True,,
RTZN BRANDS,,,,,,,True,,
RUB PEDAITRICS,,,,,,,True,,
RUB PEDIATRICS MD PA,,,,,,,True,,
RUBBER RING FILMS,3100 DONALD DOUGLAS LOOP NORTH #203-A,SANTA MONICA,CA,90405,34.0177309,-118.4517837,True,ai,grounded
RUBENSTEIN ASSOCIATES INC,600 LEXINGTON AVE 8TH FLOOR,NEW YORK,NY,10022,40.7580277,-73.9714246,True,ai,corroborated
RUBENSTEIN CAPITAL,480 3RD ST,OAKLAND,CA,94607,37.7973093,-122.2767,True,ai,grounded
RUBIN & ROTHMAN,1787 VETERANS MEMORIAL HWY,ISLANDIA,NY,11749,40.8068459,-73.182071,True,ai,grounded
RUBIN AND DAVIDS,,,,,,,True,,
RUBIN AND MACHADO LTD,,,,,,,True,,
RUBIN COMMUNICATIONS GROUP,555 MADISON AVE 6TH FLOOR,NEW YORK,NY,10022,40.7611485,-73.9727174,True,ai,uncorroborated
RUBIN GUTTMAN& ASSOCISTRD,,,,,,,True,,
"RUBIN, TURNBULL & ASSOCIATES",,,,,,,True,,
RUBINNOVATION LLC,,,,,,,True,,
RUBRIC CAPITAL MANAGEMENT LP,155 E 44TH ST,NEW YORK,NY,10017,40.752419681903,-73.974192201032,True,ai,grounded
RUBY GROUP COMPANIES,1645 N FORT MYER DR STE 1000,ARLINGTON,VA,22209,38.8935359,-77.0718843,True,ai,uncorroborated
RUDDELL,,,,,,,True,,
RUDIN MANAGEMENT,PUBLIC SQ 9 E 17TH ST,NEW YORK,NY,10003,40.731865,-73.989124,True,ai,corroborated
RUDMAN ENTERPRISES,,,,,,,True,,
RUDNER LAW OFFICES,5001 SPRING VALLEY RD STE 225E,DALLAS,TX,75244,32.9396041,-96.8265129,True,ai,grounded
RUDNICK & WOLFE,2600 W BIG BEAVER RD STE 550,TROY,MI,48084,42.56295,-83.1801553,True,ai,uncorroborated
RUGBY REALTY,40 WALL ST 28TH FLOOR,NEW YORK,NY,10005,40.7070219,-74.0096669,True,ai,uncorroborated
RUGGABLE,1130 CIVIC CENTER DR STE 200,WALNUT CREEK,CA,94596,37.889009,-122.036778,True,ai,corroborated
RULA,,,,,,,True,,
RUNYON GROUP,1990 K ST NW STE 700,WASHINGTON,DC,20006,38.9020434,-77.0445094,True,ai,uncorroborated
RUSH,1725 W HARRISON ST,CHICAGO,IL,60612,41.8734063,-87.6700498,True,ai,uncorroborated
RUSH PROPERTIES MANAGEMENT,,NEW YORK,NY,10001,,,True,manual,verified
RUSH STREET GAMING,900 N MICHIGAN AVE STE 1600,CHICAGO,IL,60611,41.8996454,-87.6256155,True,ai,grounded
RUSH STREET GAMING,3000 S RIVER RD,DES PLAINES,IL,60018,41.998730873783,-87.863062611698,False,ai,grounded
RUSH UNIVERSITY,,,,,,,True,,
RUSH UNIVERSITY MEDICAL CENTER,1620 W HARRISON ST,CHICAGO,IL,60612,41.8747145,-87.6676073,True,ai,corroborated
RUSHING MCCARL LLP,2219 MAIN ST NO 144,SANTA MONICA,CA,90405,34.011057,-118.472152,True,ai,grounded
"RUSS, AUGUST & KABAT",12424 WILSHIRE BLVD STE 1200,LOS ANGELES,CA,90025,34.041632199889,-118.470420433818,True,ai,grounded
"RUSS, AUGUST & KABAT",8080 N CENTRAL EXPY STE 1503,DALLAS,TX,75206,32.860389395844,-96.769779765835,False,ai,grounded
"RUSS, AUGUST & KABAT",33 N DEARBORN ST STE 1000,CHICAGO,IL,60602,41.882737574404,-87.629349530679,False,ai,grounded
"RUSSELL A. BIKOFF, ATTORNEY AND COUNSELOR AT LAW",PO BOX 615,MCLEAN,VA,22101,38.9342888,-77.1776327,True,manual,verified
RUSSELL REYNOLDS ASSOCIATES,130 E RANDOLPH ST STE 2900,CHICAGO,IL,60601,41.8843072,-87.6242295,True,ai,corroborated
RUSSO DEVELOPMENT COMPANY,,,,,,,True,,
RUTGERS,57 US HWY 1,NEW BRUNSWICK,NJ,08901,40.483638,-74.44246,True,ai,corroborated
RUTGERS UNIVERSITY,,,,,,,True,,
RUTH BINDER CPA,,,,,,,True,,
"RUTKIN, OLDHAM, & GRIFFIN",225 W WACKER DR STE 2120,CHICAGO,IL,60606,41.8862507,-87.6350904,True,ai,uncorroborated
RUTTENBERG IP LAW,1801 CENTURY PARK EAST STE 1920,LOS ANGELES,CA,90067,34.0621057,-118.4159357,True,ai,grounded
RUXTON TOWERS EYE ASSOCIATES,,,,,,,True,,
RUZ DISTRIBUTION,,,,,,,True,,
RVA MG,,,,,,,True,,
RWJB HEALTH,1 ROBERT WOOD JOHNSON PL,NEW BRUNSWICK,NJ,08901,40.483638,-74.44246,True,ai,corroborated
RWJBH,ONE ROBERT WOOD JOHNSON PLZ,NEW BRUNSWICK,NJ,08901,40.483638,-74.44246,True,ai,corroborated
RWJPE,1 ROBERT WOOD JOHNSON PLZ,NEW BRUNSWICK,NJ,08903,40.4936119,-74.4436416,True,ai,corroborated
RXR REALTY,620 8TH AVE 16TH FLOOR,NEW YORK,NY,10018,40.7558946,-73.9896743,True,ai,corroborated
RYAN LLC,8101 WINDROSE AVE STE 2000,PLANO,TX,75024,33.0885802,-96.825768,True,ai,grounded
"RYAN, SWANSON & CLEVELAND PLLC",1201 3RD AVE STE 3400,SEATTLE,WA,98101,47.6071707,-122.3360996,True,ai,corroborated
S AND I DIAMOND,,,,,,,True,,
S JONAS ASSOCIATES LLC,215 W 90TH ST,NEW YORK,NY,10024,40.790714,-73.9740281,True,ai,grounded
S LEVY SURPLUS,,,,,,,True,,
S&A MANAGEMENT,,,,,,,True,,
S&A STORES,,,,,,,True,,
S&G MEDICAL ENTERPRISES,,,,,,,True,,
S&P GLOBAL,55 WATER ST,NEW YORK,NY,10041,40.7032255,-74.0090671,True,ai,grounded
S&P GLOBAL,300 BRICKSTONE SQ,ANDOVER,MA,01810,42.6752923,-71.1458865,False,ai,grounded
S&P GLOBAL,ONE FINANCIAL CENTER 675 ATLANTIC AVE,BOSTON,MA,02111,42.351478844596,-71.05611780505,False,ai,grounded
S&P GLOBAL,ONE INDEPENDENCE WAY,PRINCETON,NJ,08540,40.36153003433,-74.601211627225,False,ai,grounded
S-3 GROUP,418 C ST NE,WASHINGTON,DC,20002,38.8941271547,-77.000337595783,True,ai,grounded
S-DOCS,,,,,,,True,,
S. ADELSBERG & CO,,,,,,,True,,
S. KATZMAN PRODUCE,225 NOSTRAND AVE,BROOKLYN,NY,11216,40.6908707,-73.9515567,True,ai,uncorroborated
"S. ZACHARY SAMUELS, A PROF CORP",,,,,,,True,,
S.A MOORE,,,,,,,True,,
S.E. MANAGEMENT CORP,,,,,,,True,,
S.L. NUSBAUM REALTY CO,7 W 20TH ST,BALTIMORE,MD,21218,39.3121339,-76.616822,True,ai,uncorroborated
S101 MANAGEMENT,,SUNNYVALE,CA,94086,,,True,manual,verified
SAADIA GROUP,275 MADISON AVE,NEW YORK,NY,10016,40.7502038,-73.9813548,True,ai,grounded
SABAN CAPITAL GROUP,2121 AVE OF THE STARS STE 800,LOS ANGELES,CA,90067,34.054968046259,-118.412446121406,True,ai,grounded
SABER REAL ESTATE ADVISORS,80 BUSINESS PARK DR STE 306,ARMONK,NY,10504,41.1225726,-73.7089109,True,ai,grounded
SABRA HEALTH CARE REIT,1781 FLIGHT WAY,TUSTIN,CA,92782,33.7049903,-117.836478,True,ai,grounded
SABRA HEALTH CARE REIT,18500 VON KARMAN AVE STE 550,IRVINE,CA,92612,33.677010354245,-117.85285402217,False,ai,grounded
SAC CAPITAL ADVISORS,C/O POINT72 ASSET MANAGEMENT 72 CUMMINGS POINT RD,STAMFORD,CT,06902,41.059347,-73.544384,True,ai,corroborated
SACHSE CONSTRUCTION,7025 GRANDRIDGE BLVD,LACEY,WA,98516,47.098919,-122.785426,True,ai,uncorroborated
SADA SYSTEMS,2550 N FIRST ST STE 1400,SAN JOSE,CA,95131,37.384431581833,-121.92650192891,True,ai,corroborated
SADIS & GOLDBERG LLP,,,,,,,True,,
SADZ,,,,,,,True,,
SAFE HARBOR MARINAS,14785 PRESTON RD STE 975,DALLAS,TX,75254,32.9495693,-96.8037243,True,ai,grounded
SAFEGUARD PROPERTIES,500 W MADISON ST STE 2900,CHICAGO,IL,60661,41.8825674,-87.6404921,True,ai,uncorroborated
SAFEHOLD,60 MADISON AVE 6TH FLOOR,NEW YORK,NY,10010,40.7432572,-73.9864215,True,ai,corroborated
SAFESLEEVE,,,,,,,True,,
SAFETECH,,,,,,,True,,
SAFETY INVESTMENT CO,,,,,,,True,,
SAFETY RADAR,,,,,,,True,,
SAFEWAY MANAGEMENT SERVICES INC,5918 STONERIDGE MALL RD,PLEASANTON,CA,94588,37.6972702,-121.9330456,True,ai,corroborated
SAFRA NATIONAL BANK,,,,,,,True,,
SAFT & CO,,,,,,,True,,
SAGE CHEMICAL,2 UNIVERSITY PLAZA STE 204,HACKENSACK,NJ,07601,40.8963588,-74.0390704,True,ai,grounded
SAGE HOSPITALITY GROUP,3800 S UTICA PL STE 300,TULSA,OK,74105,36.0757493,-95.9663107,True,ai,uncorroborated
SAGE INVESTORS,,,,,,,True,,
SAGE RHINO CAPITAL,101 JEFFERSON DR,MENLO PARK,CA,94025,37.483108605816,-122.175072276477,True,manual,verified
SAGE VENTURES LLC,1777 REISTERSTOWN RD STE 245,PIKESVILLE,MD,21208,39.383959,-76.724261,True,ai,grounded
SAGENT,80 BROAD ST 11TH FLOOR,NEW YORK,NY,10004,40.7043518,-74.0118701,True,ai,corroborated
SAGEWIND CAPITAL,430 PARK AVE,NEW YORK,NY,10022,40.7611695,-73.9722581,True,ai,corroborated
SAI,,,,,,,True,,
SAINT GOBAIN CORPORATION,12555 JEFFERSON AVE,NEWPORT NEWS,VA,23608,37.1297223,-76.5133426,True,ai,uncorroborated
SAINT LOUIS MATH HELP CENTER,,,,,,,True,,
SAINT LUKE'S PHYSICIAN GROUP,100 E 103RD ST STE 200,KANSAS CITY,MO,64114,38.9414546,-94.591287,True,ai,corroborated
SAINT LUKES,1000 E BROADWAY,SAINT LOUIS,MO,63102,38.634489,-90.186258,True,ai,corroborated
SAINT PETER'S UNIVERSITY HOSPITAL,254 EASTON AVE,NEW BRUNSWICK,NJ,08901,40.5006491,-74.4598666,True,ai,corroborated
"SAKKAS, CAHN & WEISS LLP",200 PARK AVE STE 1700,NEW YORK,NY,10166,40.7534645,-73.9766148,True,ai,corroborated
SALESFORCE,415 MISSION ST 3RD FLOOR,SAN FRANCISCO,CA,94105,37.7897744,-122.3969321,True,ai,corroborated
SALINAS VALLEY MEDICAL CLINIC,450 E ROMIE LN,SALINAS,CA,93901,36.6590968,-121.6463353,True,ai,corroborated
SALISBURY MANAGEMENT,23 WALKER AVE,PIKESVILLE,MD,21208,39.377078,-76.7219167,True,ai,grounded
SALMAR PROPERTIES,,,,,,,True,,
SALOMON SMITH BARNEY,1585 BROADWAY,NEW YORK,NY,10036,40.7599838,-73.9855237,True,ai,corroborated
SALT LAKE CITY CORPORATION,451 S STATE ST,SALT LAKE CITY,UT,84111,40.7595344,-111.8867969,True,ai,corroborated
SALTESH,,,,,,,True,,
SALTZMAN MUGAN DUSHOFF,1835 VILLAGE CENTER CIR,LAS VEGAS,NV,89134,36.1926199,-115.3017983,True,ai,corroborated
SALZBERG LAW OFFICE,2725 1/2 LOWELL BLVD,DENVER,CO,80211,39.7537201,-105.0346241,True,ai,grounded
SAM PARSI ATTORNEY APC,180 MONTGOMERY ST STE 1900,SAN FRANCISCO,CA,94104,37.7912221,-122.4017716,True,ai,corroborated
SAM SCHOOL,,,,,,,True,,
SAMANJO INC,,,,,,,True,,
SAMAR HOSPITALITY,40 WALL ST 28TH FLOOR,NEW YORK,NY,10005,40.7070219,-74.0096669,True,ai,corroborated
SAMARA PROPERTIES,,,,,,,True,,
SAMET CORPORATION,32 EXCHANGE TER NE,ATLANTA,GA,30303,33.752845,-84.390226,True,ai,uncorroborated
SAMI & ANNIE FAMILY FOUNDATION,,,,,,,True,,
SAMOTH CAPITAL,395 HUDSON ST,NEW YORK,NY,10014,40.7292047,-74.0077866,True,ai,uncorroborated
SAMS CLUB,2101 SE SIMPLE SAVINGS DR,BENTONVILLE,AR,72712,36.3462733,-94.1867645,True,ai,uncorroborated
SAMSON ENERGY COMPANY LLC,110 W 7TH ST STE 2000,TULSA,OK,74119,36.1485791,-95.9906334,True,manual,verified
SAMSON TUG AND BARGE,311 SUTTER ST STE 500,SAN FRANCISCO,CA,94104,37.7895148,-122.4056637,True,ai,uncorroborated
SAMUEL B COLLECTION,300 XING BLVD,BRIDGEWATER,NJ,08807,40.5836973,-74.6133258,True,ai,uncorroborated
SAMUEL CAPITAL MANAGEMENT,101 PARK AVE 41ST FLOOR,NEW YORK,NY,10178,40.7508308,-73.9776118,True,ai,corroborated
"SAMUEL I. FINK, M.D. INC",,,,,,,True,,
SAMUEL INVESTMENT COMPANY,675 PONCE DE LEON AVE NE STE 5000,ATLANTA,GA,30308,33.7723214,-84.3653476,True,ai,uncorroborated
SAMUEL S WEINSTEIN MD,,,,,,,True,,
SAMUELS & ASSOCIATES,,,,,,,True,,
SAN ANTONIO ORTHOPAEDIC SPECIALISTS,8303 N LOOP 1604 W STE 300,SAN ANTONIO,TX,78254,29.5585314,-98.6610471,True,ai,corroborated
SAN DIEGO JEWISH JOURNAL,8788 BALBOA AVE STE 203,SAN DIEGO,CA,92123,32.820711,-117.138967,True,ai,corroborated
SAN FERNANDO VALLEY NEUROLOGIC,,,,,,,True,,
SAN FRANCISCO SPINE SURGEONS,1 SHRADER ST,SAN FRANCISCO,CA,94117,37.7746247,-122.4533024,True,manual,verified
SAN FRANCISCO STATE UNIVERSITY,1600 HOLLOWAY AVE,SAN FRANCISCO,CA,94132,37.7204995,-122.4774198,True,ai,corroborated
SAN HOSE INSTITUTE OF CONTEMPORARY ART,,,,,,,True,,
SAN JACINTO COLLEGE NORTH,14615 INDEPENDENT PKWY,MISSION,TX,78573,26.296191,-98.299959,True,ai,corroborated
SAN JOAQUIN DELTA COLLEGE,5151 PACIFIC AVE,STOCKTON,CA,95207,37.9952557,-121.3193097,True,ai,corroborated
SANA,,,,,,,True,,
SANARIA INC,9600 BLACKWELL RD STE 370,ROCKVILLE,MD,20850,39.0999593,-77.1900841,True,ai,corroborated
SAND CAT PROPERTIES,,,,,,,True,,
SANDALWOOD SECURITIES INC,105 EISENHOWER PKWY STE 201,ROSELAND,NJ,07068,40.8275321,-74.3196001,True,manual,verified
SANDERS CLINIC,,,,,,,True,,
SANDERS ROBERTS LLP,1 EMBARCADERO CENTER STE 500,SAN FRANCISCO,CA,94111,37.7947268,-122.3995563,True,ai,corroborated
SANDHURST,,,,,,,True,,
SANDLER FAMILY FOUNDATION,,,,,,,True,,
SANDY SPRING BUILDERS,14006 OLD COLUMBIA PIKE,GERMANTOWN,MD,20874,39.133056,-77.301828,True,ai,corroborated
SANKATY ADVISORS,111 HUNTINGTON AVE,BOSTON,MA,02199,42.3464784,-71.0814676,True,manual,verified
SANOFI,300 CAMPUS DR,FLORHAM PARK,NJ,07932,40.7835562,-74.4287937,True,ai,corroborated
SANS SOUCI PROP INC,,,,,,,True,,
SANTA BARBARA TAX PRODUCT GROUP,,,,,,,True,,
SANTA CLARITA STUDIOS CORP,25135 ANZA DR,SANTA CLARITA,CA,91355,34.431037966344,-118.574689854428,True,ai,grounded
SANTA CLARITA STUDIOS CORP,27781 AVE HOPKINS,SANTA CLARITA,CA,91355,34.433243416028,-118.575004031827,False,ai,grounded
SANTA CRUZ SEASIDE CO,,,,,,,True,,
SANTA FE FILM FESTIVAL,1607 ST MICHAEL'S DR,SANTA FE,NM,87505,35.6574331,-105.9498886,True,ai,corroborated
SANTA MONICA PARTNERS,1865 PALMER AVE,LARCHMONT,NY,10538,40.9342399,-73.7572871,True,manual,verified
SAORA LLC,,,,,,,True,,
SAP,2701 PATRICK HENRY DR,PALO ALTO,CA,94304,37.397253,-122.166979,True,ai,uncorroborated
SAPER LAW,,,,,,,True,,
SAR ACADEMY,,,,,,,True,,
SAR HIGH SCHOOL,,,,,,,True,,
SARACHEK LAW FIRM,101 PARK AVE 27TH FLOOR,NEW YORK,NY,10178,40.7508308,-73.9776118,True,ai,corroborated
SARAH LAWRENCE COLLEGE,1 MEAD WAY,BRONXVILLE,NY,10708,40.938267,-73.829922,True,ai,corroborated
SARAH Z DESIGNS,,,,,,,True,,
SARASOTA PHYSICIANS' DIALYSIS CENTER,401 S TUTTLE AVE,SARASOTA,FL,34237,27.332779,-82.513937,True,ai,corroborated
SARGEANT MAJOR ASSOCIATES,,,,,,,True,,
SAS,100 SAS CAMPUS DR,CARY,NC,27513,35.829255,-78.765657,True,ai,corroborated
SASONE,,,,,,,True,,
SASSON REAL ESTATE GROUP,,,,,,,True,,
SATELLITE ASSET MANAGEMENT L.P,3 EMBARCADERO CENTER STE 1250,SAN FRANCISCO,CA,94111,37.7946662,-122.3996548,True,ai,uncorroborated
SAUL EWING,1735 MARKET ST STE 3400,PHILADELPHIA,PA,19103,39.953644,-75.1695204,True,ai,grounded
SAV EYEWEAR,,,,,,,True,,
SAVAL FOODS CORPORATION,,,,,,,True,,
SAVE THE DATE,,,,,,,True,,
SAVERS,990 RESERVE DR,BELLEVUE,WA,98005,47.612771,-122.167621,True,ai,corroborated
SAVILLS,225 W 34TH ST,NEW YORK,NY,10122,40.7518074,-73.9917459,True,ai,corroborated
SAVVI AI,,,,,,,True,,
SAXON MNAGEMENT,,,,,,,True,,
SAXON PARTNERS LLC,309 LEXINGTON AVE STE 1000,NEW YORK,NY,10016,40.748639,-73.9779697,True,ai,uncorroborated
SAZERAC COMPANY,101 MARDI GRAS BLVD,NEW ORLEANS,LA,70130,29.9381024,-90.0511455,True,ai,corroborated
SB ADVISORS,,,,,,,True,,
SB360 CAPITAL PARTNERS LLC,1540 BROADWAY 22ND FLOOR,NEW YORK,NY,10036,40.758032,-73.984832,True,ai,corroborated
SBA,409 3RD ST SW,WASHINGTON,DC,20416,38.8846357,-77.0157343,True,ai,uncorroborated
SBH,,,,,,,True,,
SBJT - BAKLARZ FAMILY,,,,,,,True,,
SBL VENTURE CAPITAL,,,,,,,True,,
SBLF,,,,,,,True,,
SBNY,565 5TH AVE,NEW YORK,NY,10017,40.7560465,-73.9785035,True,ai,grounded
SBV RE INVESTMENTS LLC,1150 KANE CONCOURSE 2ND FLOOR,BAY HARBOR ISLANDS,FL,33154,25.8864704,-80.1323094,True,ai,grounded
SCA PHARMA,95 HAYDEN AVE,LEXINGTON,MA,02421,42.4247495,-71.2463592,True,ai,uncorroborated
SCAEFER FINANCIAL GROUP,,,,,,,True,,
SCALE LAW,,,,,,,True,,
SCARSDALE MEDICAL GROUP,2 DICKSON PLAZA,SCARSDALE,NY,10583,40.988647,-73.788879,True,ai,corroborated
SCHALL LAW FIRM,2049 CENTURY PARK EAST STE 2460,LOS ANGELES,CA,90067,34.0587104,-118.4127848,True,ai,grounded
SCHALL LAW FIRM,274 WHITE PLAINS RD STE 1,EASTCHESTER,NY,10709,40.948770313121,-73.818331382311,False,ai,grounded
SCHALL LAW FIRM,501 W BROADWAY STE 1490,SAN DIEGO,CA,92101,32.715657943751,-117.166935091904,False,ai,grounded
SCHATZKI ASSOCIATES,,,,,,,True,,
SCHECHNER LIFSON,25 DEFOREST AVE,SUMMIT,NJ,07901,40.7189755,-74.359855,True,ai,corroborated
SCHECHTER MANHATTAN SCHOOL,244 W 144TH ST,NEW YORK,NY,10030,40.8213013,-73.9408672,True,ai,corroborated
SCHECHTER WEALTH,,,,,,,True,,
SCHECK GROUP,,MIAMI,FL,33131,,,True,manual,verified
SCHEINER LAW GROUP PC,,,,,,,True,,
SCHER INVESTMENT GROUP,1485 E VALLEY RD STE C,MONTECITO,CA,93108,34.4365916,-119.6332338,True,manual,verified
SCHIFF & ASSOCIATES CO LPA,1350 EUCLID AVE STE 800,CLEVELAND,OH,44115,41.5003198,-81.6818083,True,ai,corroborated
SCHINDLER BROKERAGE LLC,7333 RONDEL CT,SAN DIEGO,CA,92119,32.80736,-117.044616,True,ai,grounded
SCHLANGER SILVER LLP,260 MADISON AVE 17TH FLOOR,NEW YORK,NY,10016,40.750754,-73.9812427,True,ai,uncorroborated
SCHLESINGER AND BUCHBINDER LLP,380 LEXINGTON AVE STE 1706,NEW YORK,NY,10168,40.7509668,-73.9765719,True,ai,uncorroborated
SCHLUMBERGER,5599 SAN FELIPE STE 3700,HOUSTON,TX,77056,29.749961,-95.47434,True,ai,corroborated
SCHMITT SUSSMAN ENTERPRISES,,,,,,,True,,
SCHNITMAN CHIROPRACTIC,,,,,,,True,,
SCHNITZER STEEL,3300 NW YEON AVE,PORTLAND,OR,97210,45.5460228,-122.708817,True,ai,corroborated
"SCHOCHOR, STATON, GOLDBERG AND CARDEA PA",1211 ST PAUL ST,BALTIMORE,MD,21202,39.3040265,-76.6142058,True,manual,verified
SCHOENBERG MEMORIAL CHAPEL,519 PHILADELPHIA PIKE,WILMINGTON,DE,19809,39.768612704553,-75.505004820705,True,ai,grounded
SCHONFELD,520 MADISON AVE 14TH FLOOR,NEW YORK,NY,10022,40.7602214,-73.9744253,True,ai,corroborated
SCHONFELD STRATEGIC ADVISORS,299 PARK AVE 12TH FLOOR,NEW YORK,NY,10171,40.7560254,-73.9741826,True,ai,grounded
SCHOOL DISTRICT,,,,,,,True,,
SCHOOL DISTRICT 12,,,,,,,True,,
SCHOOL OF STYLE,,,,,,,True,,
SCHOOL TELECOM LLC,2610 E ROSE GARDEN LN STE 203,PHOENIX,AZ,85050,33.676959,-112.0265855,True,ai,uncorroborated
SCHOOLER ASSET MANAGEMENT COMPANY,580 CALIFORNIA ST STE 1200,SAN FRANCISCO,CA,94104,37.7929844,-122.404152,True,ai,uncorroborated
SCHOSTAK BROTHERS,17800 LAUREL PARK DR NORTH STE 200C,LIVONIA,MI,48152,42.4147668,-83.4193276,True,ai,grounded
